text,label
tanga okay lang malakas ako bobo,1
bwiset na mga groupmates to ayaw magsireply huhu di ako leader ha may exam pa tom ako pinapahirapan niyo sumasakit na nga ulo ko,1
haha truth gusto ko lang naman nang maayos na sched huhu para kasing tanga sm mag plano,1
napindot daw ulol gawain mo kasi,1
pakyu bat kasi umamin agad lichi kagigil joke haha pero kaibigan pa naman ata kami,0
sino ka ba kasing hayop ka panget mo puta,1
bwiset kayong mga mag coconcert sa pinas sunod sunod naman punta niyo,1
ang bobo ko sa part na yon,0
hala tangina nakalimutan kong kahapon june pala release ng insider ni sky,0
haha pakshet pierre sana totoo ka na lang,0
malalate pa nga ako dahil naliligo ate ko sa banyo di pa ako nakakapagtoothbrush punyeta,0
hindi talaga kayo nagiging masaya kung anong meron nakikita niyo sakin gusto niyo nakikisagap din kayo tanga na ba kayo,1
kagwapo ni v pakshet,0
ulol putangina mo,1
sobra puta naka brief na nga lang ako eh haha,0
haha tinamaan si tanga sabi ng tanga din,1
putangina nito eh ayaw makinig sabing mag study na,1
hoy crush bakit ka nagheart ng story ko siraulo ka di ako makakatulog nito pakyu,1
yung camera hindi magfocus sa kanilang dalawa punyeta,0
tangina nagloloko ang aking learning management system,0
putangina nahilo ako sa pinagsasabi ng boang na yan,1
pakshet talaga kayo gago,1
haha ayaw ko na puta,0
mga putangina niyo,1
pwede na ulit mag shopping bumili ng properties nila at higit sa lahat pera ng taumbayan yun at utang na babayaran ng anak niyo na di pa sinisilang punyeta kayo,1
mamamatay tayo sa stress gago imbes magpapahinga masama pakiramdam kailangan pa magtrabaho pucha nakaka pakshit,0
tanga gago malay niyo hindi pala part ng bts ang others tarantado wag mo kaming gawin tanga gago,1
tangina ang bobo mo,1
tangina changbin ang gwapo mo,0
ulol na ulol sa bare minimum ang puta hintayin lang ako maglakad o magayos ng gamit kilig na kilig na ako scary,1
ang labo naman pucha,0
ito ka nanaman eh tangina,1
gago tangina mo ano sapakan tayo,1
anne and lisa mga pakshet kayo,1
manahimik kang punyeta ka nag popromote ako,1
yan yung time na bwiset ako kay seohyun kasi pinapartner sa kaniya si kyuhyun haha,0
nakakatamad pumasok bukas tangina kasi ng math,0
kung kelan nag comeback dun ako nagsara punyeta,0
puta nilagyan ng ice cream pares ko,0
miss ko na sukhoon punyeta penge nga selca chz,0
ang lamig puta,0
paano kung umiyak na lang ako donbelle binabaliw niyo ako pakshet kayo,1
im so ulol na ulol sa kanya,0
badtrip lang talaga pakshet,0
ang swerte mo palagi sa number nasa ako pakshet,0
ulol wag mo gamitin si irene sa kabobohan mo,1
tarantado lowkey nga lang ako sa fb dot com,0
putangina niyo tagal ko na nag titimpi sa inyo putangina kayo pakyu,1
napapahilamos lang ako sa bwiset,0
mas malaki ka na sa mommy mo pucha,0
sana hindi magoverthink ang bebe na yan haha tangina naman kasi oh,0
pagod na ako tangina haha,0
shit nakalimot ako tarantado di nga pala ako dapat magfacebook,0
finally punyeta pahinga naman sa aral haha work work na,0
pakshet ganda talaga ni doromal,0
tangina sobrang ganda mahal na mahal kita star ember,0
ito nga din ibig sabihin ko tapos kung maka feeling as in proplayers na pang sea games na ito axie bwiset pa mga mukha habang nag lalaro todo seryoso feel na feel naka program naman na ang mananalo kada laro,1
ang witty talaga puta,0
anyways ulol delete mo na account mo beh at wag ka nang bumalik dito mwa,1
putangina kinabahan ako gago,0
tangina nito ahh natatakot na yung tao pinagtatawanan pa ako bakit ko ba ito naging kaibigan,1
pucha kainlove naman itong soft pinch blush ng rare beauty,0
tweets kabubukas ko lang ng acc ko pucha halatang inabandona ko na kpop stan tweet para dito,0
regardless the race culture at kung ano mang rason kung hirap umintindi ng kwento at hindi kaya ng utak to weigh things i can say bobo ka talaga,1
gago na shopee ito hindi na nga hinatid parcel ko na cancel pa talaga,1
buwan buwan na lang ako nagmamanifest ng ganito haha pucha ayaw ko na guys,0
nakakaulol puta,0
pakshet muntik ko na di mapasa on time yung activity haha ang bobo ko ang aga ko ginawa yon para kako wala na ako aalahanin tas ngayon ko lang nasend gtlt,0
oo kyeom alam namin na ulol si jeongcheol pero baka naman,0
tangina bobo ulol tapos ano pa haha sarap ko ba murahin,0
wala ang free time tomorrow pucha tatapusin ko lahat tanginang school yan,1
ayoko na kadiri talaga tangina nahihiya na ako,0
tarantado ayoko na mag june ang daming pasahan,0
punyeta ka ,1
tangina mama ang cute,0
imbis na ang payapa at himbing na ng tulog ko heto tangina,0
bwiset si kristoff bakit hindi to natanggal sa show na to katanga naman puro pahamak lang,1
pangit na nga sa picture quality kusa pang nagrereact punyeta ka facebook,1
i like kasi ang bobo ngayon ko lang na notice haha lutang moments,0
pakshet ang hot nila,0
hindi ko maimagine punyeta,0
ulol mo cheater na sinungaling pa,1
nahuli ka din kupal ka,1
nahihiya na ako ang gaganda niyo pakshet,0
pakshet narating ko na yung waypoint sa waterway,0
putangina oh my god teka natutulog na mga tao dito paano ako sisigaw,0
ulol si digong pa ang presidente,1
bobo ka na nga ang bobo mo pa,1
kahit sa lumots daming nakaka bwiset kayo baby na baby niyo eh no ayaw niyo nakakakita ng pagpuna laban sa paborito niyo edi wow,1
tangina ang cute nila gusto ko na lang humimlay,0
kupal na bakla haha,1
puta hindi gumagana yung neozep sa ilong,0
nagbibiruan lang naman kami ng lubog kagabi tapos puta lubog nga,0
normalize ma ulol kay eddie,0
parang mga tanga eh haha,0
ulol mo tanga haha buti nalang nawalan ng walang kwentang tatay si bia,1
nangangatog tuhod ko ang gwapo mo pakiss putangina ka,0
babalik ko na si hee kaso puta may nararamdaman akong dogshow na parating,0
putangina talaga ng arcane,1
putangina ito na naman tayo naghihintay sa wala,0
pwede ba ireport na lang yang tarantado na yan for harassment,0
bobo ka walang utak,1
pakshet ang gwapo nila,0
gago feel ko naiinis na siya sa kaartehan ko,0
natawag ko kasi crush ko na bebe eh typo talaga kasi ang tawag ko sakanya bebs eh bwiset tong keyboard ko,0
nangunguna ka gago,1
bakit ka galit ulol ka ba frustrated haha wala naman ako sinabi about ibang team,1
ulol ka diyan haha,0
nakakahiya talaga tangina mukha naman talagang hindi interested yung tao mhie,0
ang ganda pakshet,0
asar tangina pano kaya maayos to,0
ulol ka dzai,1
ang sarap beh ang sarap mangtaga ng pe teacher nakakagigil ka punyeta,1
mga pakshet naman kayo,1
tangina sakit haha,0
yung isa lard ass fat fuck bungi yung isa weirdo na abangers yung isa cheater tapos pacool yung isa feminist na bobo naman at toxic feminism ang sinusupport yung isa pacool din na pangit naman tapos mga walang boundaries nung kami pa haha mga walang decency sa buhay kadiri,1
tangina mo mag sama sama kayo wala akong pakialam sa inyo kupal,1
ikaw yon bobo wala ka ngang mabuga tanga pa,1
gago talaga tong si shi,1
sa sobrang importante ng role ng susunod na agriculture chief kapag kupal ang kinuha ni bongbong na mamumuno talo ang mga magsasaka,1
bwiset ka rin,1
ayan din ang sabi ng mga epal na hindi naisip gawin ito in the first place sa halip na masaya naninira pa ang tawag sa kanila mga epal na kupal,1
nakaka badtrip talaga bwiset,0
yung umagaw sa coke ko pakyu ka last bottle nalang yan sa ref namin,1
kupal talaga guard dito sa lakan eh,1
anon tigilan mo na katangahan mo nanahimik kaming lahat dito tapos maghahate ka sa kanila dahil sa bio lang gago gising na anon mukha ka nang tanga diyan,1
pakyu ian papafollow mo pa ko sa alter mo haha,0
gusto ko idagdag na kasalanan din ng facebook at tiktok kasi alam nilang maraming kumokonsumong mamamayan dahil may promos ang services nila pero walang tamang regulasyon ng impormasyon na dumadaloy punyeta nila,1
ay gago yung one in a billion nga pala haha fake fan na ba ako nito wala talaga akong idea kung ano future ganaps ng enha haha,0
haha bwiset sasabihin ko rin sana yang joints kaso baka mamaya macancel ako,0
gago ka sooms,1
putangina ayaw niyo ba ako kalaro,0
sana lahat bwiset,0
pakshet ganda nila gtlt,0
punyeta di naman masakit oo parang kagat lang ng dinosaur,0
gago lungkot mag isa haha,0
may nakita akong krispy kreme donut pakshet,0
hala gago ang sakit na delete ko siya,0
wala akong panahon manuyo ng kaibigan punyeta ka,1
tangina si mamoru boses ni shining armor,1
tangina unang byahe kupal na costumer,1
mga bobo kayo mga bata,1
tarantado ko naman sa group chat andoon pala kuya kong panganay haha,1
ang cute talaga pakshet,0
haha puyat po kasi lagi pakyu,0
walang mabigay nakiki uso minor nga naman tanga bobo pa mana talaga kay bbm,1
tigil na kasi japearl putangina tanga mo naman,1
ang peke ni keisha nagpapakyut bobo naman sa math,1
huy when ulit session puta inom na inom na ko,0
hala gago birthday ni ano ngayon bakit ko naalala pakshet,0
punyeta naiiyak ulet ako,0
kaya pala ako blinock para siraan haha ikaw naman dikit nang dikit sa akin kasi may masasakyan ka tangina mo,1
anong oras bwiset di pa tapos reviewer ko,0
pakyu talaga ist,1
pucha hindi na ko nakaalis dito kahit gaano pa kaayos laro ko amputa,0
pakyu mhy,1
bakit may puta invalid,0
ngayon ko lang napanood mv teaser tarantado kasi kuryente namin dito nasindi lang kanina,1
tangina ni haruto puta,1
paano namin mabibili ito ang mahal pa naman ng palitan ngayon ng dollar at peso nasaan ang discount pucha,0
hoy punyeta ngayon lang ulit umayos yung punyeta kong kamag anak,1
basahin mo na teh para sabay tayong ma ulol sa kanila,0
pakyu tangina mo,1
ganito ba talaga pag bobo,1
kahapon ko pa gusto magsalita pero pakshet naman migs ampogi mo,0
nakaka ulol pala sa gmeet,0
pakshet haha feeling ko delikadong delikado na ko dito,0
putangina ayan na gago,0
mga tarantado kase eh,0
luh medtech ka ba confirm bobo ka nga,1
na dogshow nanaman ang tatlong kupal sa facebook haha,0
two minutes nalang putangina niyo,1
lasing na lasing ako bwiset,0
omg mga pakshet,1
ungas na kupal na tanga tingnan mo meaning ng duling para di mahalata na bobo ka ungas realtalk bobong tanga ka sayang pinalamon sayo ng nanay mo lumaki kang bobong tanga,1
putangina sino bang kumukulam sakin ilang buwan na akong walang bantutan energy gusto ko lang naman ipasok na ni ang malaki mataba at matigas niyang burat kay angel tangina niyo,1
damayan niyo nga ako sa discord lol haha puta ang hirap magaral magisa,0
hindi ako nagising bwiset di ko tuloy nasimulan inabangan ko pa naman to,0
minsan na lang ako magkulay ng buhok bobo pa haha,0
tarantado kapatid ko dahil lagi nalang tulog,1
parang gago sandali lang kasi hihinga lang ako dahan dahan huhu,0
anak ng puta sa akin na sinisi lahat,0
ang pula ng mukha ko puta,0
ulol tol,1
tangina beh natatawa na ko magisa haha,0
pucha akala ko si persida acosta sa thumbnail,0
putangina talagang google to sinearch ko lang headache ang nosebleed ang lumabas brain cancer,1
may tumawag sa lola ko sabi kung gusto ba daw ni lola makipag text sa kaniya loloadan daw niya si lola tapos sabi ni lola hindi lola na ako tarantado ka,1
tanga may jowa na yon bobo,1
haha tarantado buti pa sa iyo,1
kulit ni peyt tangina haha,0
gago lipat account na ba ayaw ko na ulit dito haha,0
tangina niyong mga scammer kayo may araw rin kayo mga hindot pakyu kayo tagiisa,1
patayin nalang sa bwiset na math nayan,1
pakshet kkd at dwight pakasal na kayo haha,0
ikaw ang aking liwanag crush puta,0
pakyu kayong lahat lalo ka nang tarantado ka,1
wala na naman akong gana na kumausap kahit sino puta,0
ang kaba ko ay pinaghalo ang five sets ng admu at adu tsaka admu at dlsu punyeta bakit niyo ako ginaganto,0
bobo nahulog pa wallet ko,0
bakit hindi ko nakita yan tangina niyan ah,0
pucha ano na ba gagawin ko sa buhay,0
ay pucha pinapamigay lang yung kotse,0
pucha kinabahan ako akala ko binunot yung wifi,0
ulol sarili mo kausapin kasi mangmang kayo pareho,1
putangina hindi ako makatulog,0
haha tangina naiinsecure ako boi,0
malaki puta akala ko basag bungo ko,0
pakyu talaga sobra,1
oh my gosh bukas pala tanga haha,0
didnt read our group chat and ang dami ko palang namiss na pinaguusapan nila pake ko sa inyo hirap hirap magedit pakshet,0
saan niyo ba nakukuha number ko punyeta kayo,1
huy tanga ang kalat mo baka akala nila laitera ako sa lahat sa mga kupal at deserve malait lang naman eh,1
mahal kita bb pero bakit ganito tangina ka haha pinagmumukha mo akong bobo,1
oo na bobo ako,0
ayan na tangina masasagot na yung fucking tanong ko pakshet,0
nang ibang bansa ka lang ini english mo na ako hindi mo bagay tanga,1
bwiset kayo ances at makiss hule tuloy ako,1
hindi ako naka tulog sa tanghali bwiset,0
ulol mo pakyu,1
konti nalang ipabarang na kita punyeta,1
magiipon ka naman para sa akinse ha kakasahod mo lang ngayon eh baka mabulunan kang kupal ka haha,0
tangina niyo naman,1
haha gigil na gigil kami sa mga kupal na tawag ng referee kanina eh,1
putangina hindi ko kinaya,0
bakit siya pa panelist namin pakshet,1
laptrip putangina nung animation kay sir eh haha,0
inaantok na ako pero di ako makatulog punyeta haha,0
jaemin gago yung likod mo,1
gago ka ano kami mga tanga,1
tangina malapit na mama,0
pasensya ka na bobo tong kaibigan mo salamat lutang kasi ako ngayon e,1
mga tarantado talaga oh ireto mo na nga lang ako sa niki stan po para trauma ulit,1
kms ang aga ng friday mass bukas pucha am,0
again nadelete ang tanga ko,0
punyeta ito na naman naisip ko,0
tangina mo papaniwalaan na kita pag sinabi mong masakit punyeta hahanda ko na sarili ko kahit na masakit ,1
queen of the clouds pa rin mga ulol,1
tangina kinabahan ako akala ko true hinanap ko talaga,0
reine nakakaiyak ka punyeta,0
naiinis ako puta,0
ang ayos na ng groupings ginulo niyo pa yung tao hindi naman pinilit yon na ganon ang gawin desisyon naman nya yon tapos guguluhin nyo kase di mo bet ah talaga sharmaine pakyu,1
puta bakit nasa kabilang partido si charles,0
pakyu gusto ko ng sopas,0
mapapakamot ka na lang talaga sa ulo sa sobrang bobo ng mga makabbm,1
tangina beh basa ka dm iiyakan kita,0
bwiset talaga donato kabado ako,0
ganda nun pakshet sana worth it,0
gago ka ba cass,1
kakagigil talaga tong kupal na to ehh,1
yan ang mahirap sa pilipinas basta malakas ka sa politiko pwede ka nang maging tarantado,1
ginawang family business pucha,0
gago bangchan,1
mahal rin kita kahit tarantado ka,1
tamang hula hula lang sa gilid bwiset,0
kung kelan tumanda tsaka naging kupal si sir,1
si raining iwa at hua cheng ang gwagwapo pakshet,0
ay putangina may pasok na pala ako bukas haha,0
gaga ang tanga mali siya ayoko na,0
punyeta siya pa laman ng panaginip ko halos isang oras nalang nga tulog ko,0
dami nang tanga ngayon,1
luh tangena nito haha pakyu rald,0
tangina kilabutan ka nga,0
sakit ng batok ko dahil sa bwiset na exam na yan,0
mga paandar nitong mga kupal na ito haha,0
putangina sana nag shut up ka nalang,1
talaga ba rory pakyu,1
putangina mamaya ko na to itutuloy maliligo muna ako mga pakshet kayo kinakabahan ako sa susunod na mangyayari,1
bwiset na biology yan edi sana may award tayo for next weeks video diba,0
tangina mo ulol ka jino,1
ang tanga mo naman,1
ang daming nagchachat sa akin na mga may mga asawa na mukha ba akong kabit tangina niyo ha,1
pagod na ako wala pa kami sa bahay from rizal to caloocan to quezon city to rizal pucha,0
tsaka hindi naman tulad ni daddy si kupal eh,0
guard may tanga po na lalake sa sayout ko tangina,1
ilang weeks na akong hindi nagiinom punyeta haha ang galing ko,0
ang sakit ng paa ko punyeta,0
ang hirap naman i process haha hello bobo po ako lang naman,0
pakyu ka ba inamo ka ha,1
haha tangina hindi na ako mapakali haha pero akala ko ba matutulog ka na,0
tarantado naka stfu challenge ako dito oh,0
tangina mo si rya ina ate mo pa tapos sakin pakyu,1
putangina ko sobra,0
buti nalang bobo ako,0
siraulo ang puta tarantado ka ba,1
hirap magkasakit tas magisa ka lang pucha,0
punyeta lahat ng tao sa mundo sana sabay sabay kayong madapa,1
hindi ko nga pinopost yung knock knock jokes mong walang kwenta tapos gaganiyanin mo ako pakyu danyel,1
ulol ka haha,0
gago nakaka cdo nako,0
mga pakshet kayo humagulgol,1
lah bahala kayo maginom bukas mga bwiset haha,0
bakit ganyan mukha niyong dalawa bagay na bagay mukhang mga bobo,1
putangina nawalan pa kami internet,0
wait puta naiiyak ako bakit kasi ang gwapo mo pag takip bibig,0
ulol ako di nadapa ikaw nga yung muntik na malaglag sa seven eleven bobo,1
punyeta haha,0
isa ka pa skusta clee bobo ka rin,1
kupal ka ah haha pag ako may sinabi tignan mo,0
pagbigyan mo na ako pakyu,0
landi puta madulas ka sana,1
gago luha sipon saka pawis nabuhos lahat,0
sobrang sakit ng walang kakampi wala akong mapagsabihan lalamunin na lang ako ng higaan ko kakaisip puta,0
mas lalong bababa views ni toni kung si kupal content niya focus nalang kasi dapat kay vince eh,1
mukhang tanga puta haha,0
ulol kayo nga may pahinga hindi ako nag rereklamo ah,1
mas bobo yung magulang mo pinalaki kang dugyot ang utak kaya kayo talunan,1
gago si prosecutor cha si gopuri putangina ang bait bait mo psychopath ka pala tarantado,1
nakakainis ka na gago,1
haha ang funny mo pakyu,0
tangina niyong lahat,1
ulol ka ba eto tubig lunurin mo sarili mo,1
punyeta nadradrain ako pag nakakausap ko siya baka kasi dahil wala rin akong nakikitang mutual interests other than being gay,0
gago two minutes teka lang yung tag kasi bawal magmura baka maspam,0
by pair pa din pala kahit dito punyeta,0
accepting ba ng bobo dyan,0
punyeta gago ano ibig mo sabihin na croomf ng kaibigan mo ,0
akala ko plain lang yung cover ng im nayeon puta may mukha pala niya ang ganda,0
tangina talaga nito eh haha,0
bwiset naman oh anong oras na ako nakatulog,0
gago tangina teka lang ano yan,0
omg hody count ko is pito pero ghurl at least ako finger lang nisulod haha aym so proud po ulol,0
may kalapating tumama sa kable ng poste sa kanto namin akala ko brownout pakshet totoo,0
gusto ko na mag work at the same may mga side hustle para putangina makaalis na kami sa ganitong sitwasyon ng buhay namin,0
kaya hindi buo tiwala ko sayo eh kupal ka tangina mo,1
ang tarantado din nitong dalawang ito nagaway nagiyakan nagbugagah at naglaplapan magshota na nga eh tas ngayon lang naging moots sa twitter,1
nabobobo na ako kakahanap sa report ng uts putangina,0
pag nagpapakatanga ka tanga ka nalang talaga,1
makapagsalita ang mga iba dito akala mo katalinuhan ang sinasabihan nila ng bobo presidente ng pilipinas sila kaya yung bobo,1
ang daming nag aakalang bading ako haha block kita bakla pakshet ka,1
galit ako sobra what the fuck putangina hindi kasalanan ng babae na narape sila dahil sa damit putangina nasasaktan ako para sa kaniya,0
tangina enrolled na ako,0
pero ang shit lang nung taong ipagpipilitan sayo yung acceptance eh putangina wala naman sila sa kalagayan mo,1
puta hindi ako nagising kanina,0
okay lang need ko naman yun kaso ang bigat mo sa bulsa tangina,1
punyeta haha maawa kayo sa puday ni ate,0
punyeta bakitt ba ako pinanganak na malas,0
naiiyak ako pakshet,0
pakiramdam ko lasing padin ako tarantado haha,0
salamat nalang yung maling reading at bill namin gusto niyo pumila kami ng pagkahaba haba at magmakaawa na iadjust ang bill ng dahil sa pagkakamali ng matalino niyong emplayado bilis niyo sa disconnection pero resolution kupal niyo,1
bhe medyo gago ka,1
libre niyo ako jollibee pakshet nahihiya ako sa allergies ko tangina,0
yung iba diyan pangit na nga tarantado pa eh,1
tangina sakit,0
ay tarantado kung hindi pa sinend ni kaye hindi ko pa makikita,1
akala niyo ba takot ako ulol wala ako nun,0
uulitin ko tarantado ka father at uulit ulitin ko yan sa post ng iba,1
goodnight matutulog nang naguguluhan tangina talaga,0
syempre may sweet at clingy side rin ako ano akala niyo sakin tarantado araw araw,0
ngayon ko lang naalala nakafollow pala sa instagram isang superior ko sa guidance haha nakapakyu kami dun,0
kainis ka bwiset,1
putangina mo rin,1
pakyu hanggang birthday mo,1
pakshet ang huhusay tapos sablay,0
napapagod na rin ba ako mag puyat pero kasi di na talaga ako nakakatulog punyeta ano ba itong problema ko,0
hala puta simula palang nag cry na ang ferson,0
nakahanap ka ng ka vibe mo baliw nga kayo eh ulol haha,0
bilis pala dumumi pag white ang coll book pakshet sorry ito lang ako walang aircon na shit haha,0
paano maging tanga at overthinker ng sabay sabay,0
sobrang init pakshet,0
mas ulol pa ang itanyag at pasalamatan ang kanilang poong si mangtani kaysa sa bclisters for their uncompensated work our bclisters ang tunay na mga bayani ng pilipinas dahil tayo minamartyr,1
di na natapos sa gawain tangina,0
gago ang daming achievements sandali lang,0
kanina pa nakabukas laptop ko pero hindi padin ako umuusad pakshet,0
ay wait pakshet gago ako,0
ate gorl na nagsabi na pumalpak si jayb right in front of my face pakyu ka haha,1
mama mo ugly pakyu,1
pucha ang lamig dito,0
putangina pogi talaga ni david,0
bwiset tambay nanaman mga parcel sa calamba,0
putangina nangingisay na ako dito grabe ka na donato,0
kung hindi lang sana inubos ang pera ng pinas sa pagliha ng baba mo sana kahit walang nutribun buhay pa ang mga nagutom noon bwiset ka ingat ka sa pag yuko baka matusok yun pa ang cause of death mo,1
putang inang kalaban ito nag nakaw na ng apat na beses talo pa din pota tanga tanga,1
kupal eto kausapin mo kasing bobo mo isisi sa gobyerno pghihirap nya ayan usap kayo pareho kayong tanga,1
nga pala ako pala yan tangina sana hindi ako nagtanong,0
edi kayo na putangina,1
ok ano naman kaya prio ko ngayon chr haha tangina tatahimik nga muna ako,0
nakalimutan ko ngang tanggalin yung sa may unan ni yves puta di ako satisfied,0
pakyu ang kalat mo dm po,1
ang cute cute mo puta,0
normalize ma ulol kay park jinyoung,0
pakshet sana tulugtulugan lang si irene para rinig nya huhu,0
tangina may nakikigaya sa mga quotes puta,0
tangina mo naman jay,1
haha paano naging bobo ang kakampinks sila kaya ang pinakamalaking tax payer sa pinas may aasahan ba sa mga ddshit at bbmshit na magbayad ng buwis palamunin lang yan ng mga kakampinks,1
ayaw ko na magdrive dahil sa mahal ng gas tapos sobrang hassle pa magcommute pucha,0
damot mo pakyu,1
putangina sobrang haba ba ng aranyaka quest na yan,0
puta sakit na wag ka magkwento,0
ang laptrip talaga putangina,0
a big pakyu kay prof clarita at nabili ang kanyang prinsipyo,1
tangina sobrang stress ko na,0
punyeta bakit kapag imamyday yung vid galing sa instagram story parang nag frame per second drop,0
ulol kayo sungtaro fixed unit yung magkasama sila ang kapal ng mukha niyo sm entertainment,1
papansin ka beh sayong sayo na si julius pakshet kayo,1
tagal na nitong nasa drafts punyeta last month pa,0
ulol sira pakyu gaga,1
wala akong naintindihan sorry bobo lang,0
putangina yung nn ganon pa din haha puta i miss you balik ka na,0
sariling gamit mo hindi mo makuha bwiset ka tangina,1
bwiset kase si susan,1
tangina ew no thanks sa city hall nalang ako pupunta may do pa dun,0
pucha di ko nalagyan tags,0
puta ikaw pala yon,0
siraan niyo ako ng siraan paniwalaan niyo gusto niyong paniwalaan tutal kupal naman kayo sa buhay ko,1
tangina tama yung taya ko,0
mahal kita putangina,0
kabado talaga ako putangina,0
tanga at bobo ka kasi,1
sobrang ka na tanga,1
ayoko na mag first move pucha,0
ay gago haha,0
making new rules para hindi manalo si taylor pucha kayo grammys ibigay niyo na sa red album taylors version deserve naman haha,1
ubos ang pera haha pakshet,0
hoy mga gago kabahan na kayo,1
yuck puta anong maganda diyan,1
sakit nanaman ng tiyan ko punyeta,0
pucha onting araw nalang mamamatay na ata ako,0
hala puta bukas na pala comeback ng bts,0
gago di ka na makakatanggi ngayon sa mga shot haha english ka pa ha haha,0
mga gustong course ng kapatid ko puro ang mamahal tapos ako raw pagbabayarin ay gago kayo haha,0
ang kupal lang ng google docs puta hindi mapili yung correct answer isang item din yun di ko alam kung papasa pa ako puta na yan,1
putangina nila tangina nila gago pakyu gago mga yan puta baka kayo pa patayin ko naka pakyu tangina nyoo,1
buti pa yung kausap ko matino walang hiya itong mga kupal na ito,1
hating gabi habang kilig na kilig sa jossrei tangina,0
bobo ka haha ito totoo haha,1
anong ibig sabihin nun beh sorry bobo lang,0
hoy gago ka,1
hoy hoy kakauninstall ko lang idv pucha wait,0
para kayong tanga sa part na nakikipaghiwalay sa gitna ng academic stress week,1
bakit may naleak na pc just like nung mots ulit pakshet,0
tangina palitan na talaga itong phone ko,0
sobrang sakit parin ng katawan ko pakshet haha,0
haha tarantado ako pa lolokohin mo beh,1
tarantado ata itong nagcomment sa sponsored post ko may jowa tapos gaganon haha kahit wala kang jowa teh hindi ako papatol sayo siraulo ka,1
tinawag niya ako mahal parang tanga,0
bwiset tigil tigilan niyo ako ha,0
di ko makita score mo loading lang pakshet,0
hoy pucha nasa kusina yung pussy,0
pakyu ka sana mabudol ka,1
nakatakas na rin ako tangina wala na akong limit ulit,0
tangina neil pag isipan mo muna sasabihin mo bago sabihin ang tanga mo,1
umagang kay pakyu tapos laban pa bukas haha ayos yan,0
pucha beh gusto ko lang naman kumain,0
bente tres na edad niyo na tatanga tanga pa rin,1
pucha mag iisang taon lampas na ganito parin,0
softdrinks pa nagkasakit tuloy ako puta,0
day holy shit putangina mo pukinginangina mo putangina mo gago tarantado hayop sintosinto ka pldt,1
nakadalawang tulog ako puta,0
tangina talaga ayoko na ibigay attuid ko mga pakshet kayo chinachat nyo ako sa qmess eh pamilyadong tao pala kayo kingina nyo ha,1
pakyu ulol hater tanga basher tarantado ka walang taste,0
gago walang matutulog hanggang di nagpopost si donny,0
kung gagawa ng list about me na ganito putangina haha,0
di ako makarebat dito kay mika tangina hindi ko masend chat ko kupal,0
ikaw ang bobo,1
ang sakit putangina,0
ubos kaagad nakuhang pera sa qs kasi bumili ng herschel na bag punyeta ayaw ko na,0
hindi ba kausap pa kita tanga,1
putangina talking stage pa lang pinaparamdam na unappreciated ako ,0
tatanda niyo na para pa rin kayong tanga tangina niyo,1
tangina miss na kita,0
hala bakit may sorry sa akin tarantado ka talaga teh dun ka na nga kay j nabeng beng ,0
huy mga accla naalala ko tuloy yung kinausap ni heurt si deib na isurprise si max pag propose haha gago kayo,0
wag kayong negatibo mga pakshet naman kayo haha kapit lang,0
mali mali output ako taga ayos punyeta kayo,1
anyway putangina mo ka belift tarantado ka gago hayop ka talaga,1
bobo ako pero nasstress din ako sa acads,0
kukumpletihun ko na nolo puta,0
luh punyeta ate seryoso ka ba ito ipapatugtog mo,0
kupal ka talaga gerrykups,1
ulol ka rin porket tax ang sinusweldo sa kanila ganun ka na umasta mga kupal lang talaga kayong mga aktibista,1
hoy ang bibilis pucha ayaw niyo ba kumalma sinasabi ko sa inyo dahandahan lang,0
ah pakshet kinikilig ako putangina,0
ang bobo mo tenshi gago sa chat box ka pala ng twitch nagchat tangina mo ulol ka,1
pakyu ka yan na yung order mo haha,0
napaka kapal ng mukha mo para sabihin yon sa kaniya gago ka,1
nang sapilitan ata pero paki ko bwiset ako ngayon tangina na grammar yan,1
oh gago kala nyo kayo lang meron ulol,1
bakit ang sweet nila diyan pakshet,0
haha sorry bobo lang,0
ulol ka,1
umiiyak dahil sa istorya nina vina at calixs ulit kaso napaka pakshet ni pldt,1
sakit ng ulo ko bwiset na araw yan,0
pakyu ka nami,1
gago wala na din akong gana sa sarili ko,0
punyeta bagsak ata ako sa science,0
oo nga pakshet sayang antay ko ng two hourse tapos ganun lang suntukan nalang kami haha,0
bwiset ka kasi pa bida bida sa buhay,1
mga ulol yung sumakay,1
ulol na ulol si anya cheri,1
puta ako pa haha,0
hindi na nga makakapunta sa txt con punyeta ayoko na tumalon sa bangin,0
ulol mo sis,1
ay putangina,0
kinikilig ako pakshet parang tanga,0
ulol ka,1
madami ako gustong sabihin pero sobrang na memental block ako punyeta,0
twineet ko yan bobo,1
mas engot ka pa sa bobo,1
joke di ako makatulog bwiset,0
bwiset ka lods,1
bobo ko tanga,0
sobrang ganda pucha,0
di ako makatulog pakshet,0
muntik na pakshet haha session hirap pag walang tulog,0
putangina pareho na kami ng hangin na lalanghapin ni jungwoo putangina,0
miss ko na yung dalawang kupal,0
puta kayo haha bwiset,0
visual stans ang puta si jungkook nga yung kilala ko na pinagpala dahil maraming talent eh tangina naman yan bawal ba icelebrate birthday ni jungkook manahimik na lang kayo ulol,1
sakalin ko pa yang tarantado na yan,1
